original_path,proposed_new_path,category,item_type,should_move,should_delete_original_after_move,requires_reference_update,confidence,notes,source_hash,destination_hash,status,move_method,message
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/eval_degraded_gaussian.npy,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/eval_degraded_gaussian.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,ef5d2cc235d66bd106b8b07d3257ddb77a05cca140512618503228a98a38f220,ef5d2cc235d66bd106b8b07d3257ddb77a05cca140512618503228a98a38f220,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_conclusion.json,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_conclusion.json,LEGACY_OR_DEPRECATED,json,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,6f016530e0a8bfdf0186943c3f70834527ee583189f476bda87ad6c3ccc65345,6f016530e0a8bfdf0186943c3f70834527ee583189f476bda87ad6c3ccc65345,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_bias.npy,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_bias.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,cc6ccdab0ef14b177c3fd8ef2fc9fd1885db1a60a14a6e056daa5269f0523470,cc6ccdab0ef14b177c3fd8ef2fc9fd1885db1a60a14a6e056daa5269f0523470,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_burst.npy,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_burst.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,53e1fc90350fd2a90c6b4973f5fbf19b56da32a26003dbc03b7da38b153b1a73,53e1fc90350fd2a90c6b4973f5fbf19b56da32a26003dbc03b7da38b153b1a73,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_combined.npy,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_combined.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,3290b004708fd5f9329de2bc6f001d7eccfe000c2ace827040c026910b9dcdef,3290b004708fd5f9329de2bc6f001d7eccfe000c2ace827040c026910b9dcdef,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_drift.npy,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_drift.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,6bb80f3a14f6fb7feae4beaea777c2c94169e57cc2c8c55673a995e2e505567c,6bb80f3a14f6fb7feae4beaea777c2c94169e57cc2c8c55673a995e2e505567c,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_gaussian.npy,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_gaussian.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,ef5d2cc235d66bd106b8b07d3257ddb77a05cca140512618503228a98a38f220,ef5d2cc235d66bd106b8b07d3257ddb77a05cca140512618503228a98a38f220,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_jump.npy,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_degraded_jump.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,5113f070f9ca9a84fbb14fa99c974857cb79c362e8fa52be94e9fdc617f5e2f8,5113f070f9ca9a84fbb14fa99c974857cb79c362e8fa52be94e9fdc617f5e2f8,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_diagnostic.png,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_diagnostic.png,LEGACY_OR_DEPRECATED,figure,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,7de4242ea9dec255e868cf2b7c2d594900ebfafb43eefd393d3c1952618b821f,7de4242ea9dec255e868cf2b7c2d594900ebfafb43eefd393d3c1952618b821f,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_per_traj.csv,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_per_traj.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,c05b8ea26cb770b4cd08be64e306c98ae71bd56b7a4bf74b5bece719eb954872,c05b8ea26cb770b4cd08be64e306c98ae71bd56b7a4bf74b5bece719eb954872,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/generalization_summary.csv,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/generalization_summary.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,da071021072866f3155f14af6b49ea08282dff5b87b39bffc5863ad0aadaf275,da071021072866f3155f14af6b49ea08282dff5b87b39bffc5863ad0aadaf275,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/loss_curve.csv,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/loss_curve.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,e943ae40352486a8be6cf575cbecb1720a1935e8d90850394887a1f3558860a3,e943ae40352486a8be6cf575cbecb1720a1935e8d90850394887a1f3558860a3,moved,git mv,hash verified
outputs/stage3_indoor/conditional_residual_ddpm_gaussian/seed42/rel_norm_params_v2.npz,outputs/curated/stage3_sde/legacy_or_deprecated/conditional_residual_ddpm_gaussian/seed42/rel_norm_params_v2.npz,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,13f37ab8e914e4adab2cf77613f40996b5832eb5ead5b0c6d2075761b87b803a,13f37ab8e914e4adab2cf77613f40996b5832eb5ead5b0c6d2075761b87b803a,moved,git mv,hash verified
outputs/stage3_indoor/report/tables/table1_gaussian_medium.csv,outputs/curated/stage3_sde/legacy_or_deprecated/report/tables/table1_gaussian_medium.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,009fa6810bea26ca96a825b2045f771a9cf8f49e6cbc2f1149d407c629416545,009fa6810bea26ca96a825b2045f771a9cf8f49e6cbc2f1149d407c629416545,moved,git mv,hash verified
outputs/stage3_indoor/sdedit_diagnostic/diagnostic_config.json,outputs/curated/stage3_sde/negative_diagnostic/old_sdedit_diagnosis/sdedit_diagnostic/sdedit_diagnostic/diagnostic_config.json,NEGATIVE_DIAGNOSTIC,json,yes,yes,yes,high,old vanilla SDEdit mechanism/limitation diagnosis,6388c8b8d10e5793a8e8775a11626696eed13e6caac33ab433f3dfbf90e89a96,6388c8b8d10e5793a8e8775a11626696eed13e6caac33ab433f3dfbf90e89a96,moved,git mv,hash verified
outputs/stage3_indoor/sdedit_diagnostic/diagnostic_examples.png,outputs/curated/stage3_sde/negative_diagnostic/old_sdedit_diagnosis/sdedit_diagnostic/sdedit_diagnostic/diagnostic_examples.png,NEGATIVE_DIAGNOSTIC,figure,yes,yes,yes,high,old vanilla SDEdit mechanism/limitation diagnosis,286a8e3de12708066662bf29d2efade9ad980eb7b5b8660a12572e8966c22cd2,286a8e3de12708066662bf29d2efade9ad980eb7b5b8660a12572e8966c22cd2,moved,git mv,hash verified
outputs/stage3_indoor/sdedit_diagnostic/diagnostic_per_traj.csv,outputs/curated/stage3_sde/negative_diagnostic/old_sdedit_diagnosis/sdedit_diagnostic/sdedit_diagnostic/diagnostic_per_traj.csv,NEGATIVE_DIAGNOSTIC,metric_csv,yes,yes,yes,high,old vanilla SDEdit mechanism/limitation diagnosis,7354bc847759dec5366699b3c7dd3aa1c47ad3a7f34c25cbeca7d8b5357f0325,7354bc847759dec5366699b3c7dd3aa1c47ad3a7f34c25cbeca7d8b5357f0325,moved,git mv,hash verified
outputs/stage3_indoor/sdedit_diagnostic/diagnostic_summary.csv,outputs/curated/stage3_sde/negative_diagnostic/old_sdedit_diagnosis/sdedit_diagnostic/sdedit_diagnostic/diagnostic_summary.csv,NEGATIVE_DIAGNOSTIC,metric_csv,yes,yes,yes,high,old vanilla SDEdit mechanism/limitation diagnosis,09f719c1507a7cfcfd4cbc032d790da1677fceea39f5231bca16a3d8c0fa59b0,09f719c1507a7cfcfd4cbc032d790da1677fceea39f5231bca16a3d8c0fa59b0,moved,git mv,hash verified
outputs/stage4/e1_failure_diagnosis/conservative_gate_gamma_ablation.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/conservative_gate_gamma_ablation.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,4d6129c0a096d959435879cb971733c817ce4aa135b826f207e3fe32386f1228,4d6129c0a096d959435879cb971733c817ce4aa135b826f207e3fe32386f1228,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/delta0_c2_tradeoff.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/delta0_c2_tradeoff.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,062d480b2ce52be4f1ceb980b6ce0d65b5f2ca834cce68942e46cfb4b61ade16,062d480b2ce52be4f1ceb980b6ce0d65b5f2ca834cce68942e46cfb4b61ade16,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/diagnosis_figures.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/diagnosis_figures.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,7af97e9ce3514115360903e432a2dce1810b41cad1886f7b82be56355b10d6a6,7af97e9ce3514115360903e432a2dce1810b41cad1886f7b82be56355b10d6a6,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/diagnosis_summary.md,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/diagnosis_summary.md,LEGACY_OR_DEPRECATED,markdown,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,d6b73135bd905fec887271a992afe6060e64b3bf64e28ada4d503945eb5c1a15,d6b73135bd905fec887271a992afe6060e64b3bf64e28ada4d503945eb5c1a15,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/failure_cause_judgment.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/failure_cause_judgment.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,6c41192872220ddba260ae600b54752f98292dd6a018a0f826136a5b248d7f81,6c41192872220ddba260ae600b54752f98292dd6a018a0f826136a5b248d7f81,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/figures/burst_medium_failure_traj114.png,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/figures/burst_medium_failure_traj114.png,LEGACY_OR_DEPRECATED,figure,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,16d46c8634e9e70ab77147f175b4e08af5bbc491811aa67664f9c93161f067dd,16d46c8634e9e70ab77147f175b4e08af5bbc491811aa67664f9c93161f067dd,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/figures/burst_medium_failure_traj172.png,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/figures/burst_medium_failure_traj172.png,LEGACY_OR_DEPRECATED,figure,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,78c8501fd0eb639fd33c8af7817b1bcb28116ec3303900b7b157b28f364c3d43,78c8501fd0eb639fd33c8af7817b1bcb28116ec3303900b7b157b28f364c3d43,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/figures/burst_medium_failure_traj41.png,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/figures/burst_medium_failure_traj41.png,LEGACY_OR_DEPRECATED,figure,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,1bd3c246e76773cf83dd9a66fdd86a42d2e734adccfe7fc7cbb086fd722d1b8a,1bd3c246e76773cf83dd9a66fdd86a42d2e734adccfe7fc7cbb086fd722d1b8a,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/figures/drift_medium_failure_traj156.png,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/figures/drift_medium_failure_traj156.png,LEGACY_OR_DEPRECATED,figure,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,ec5df45776caad005e107b1c51b41993013206c4fcaabae6d97502d53ac768a5,ec5df45776caad005e107b1c51b41993013206c4fcaabae6d97502d53ac768a5,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/figures/drift_medium_failure_traj160.png,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/figures/drift_medium_failure_traj160.png,LEGACY_OR_DEPRECATED,figure,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,3f0475c949133fd62dc91cc35f6c0b359d24056205e9b8d287e335bec4f95036,3f0475c949133fd62dc91cc35f6c0b359d24056205e9b8d287e335bec4f95036,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/figures/drift_medium_failure_traj65.png,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/figures/drift_medium_failure_traj65.png,LEGACY_OR_DEPRECATED,figure,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,cecc07c90b4c917c5394f54ce5f831dbacdda50252b3f105ba84018e98e7d1cc,cecc07c90b4c917c5394f54ce5f831dbacdda50252b3f105ba84018e98e7d1cc,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/high_confidence_failure_summary.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/high_confidence_failure_summary.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,b13dca761fcf923f61422f19609eb844e2b19399879b16fd5bf8199d7076093f,b13dca761fcf923f61422f19609eb844e2b19399879b16fd5bf8199d7076093f,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/trajectory_dominance.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/trajectory_dominance.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,00287ee1a6c38c0432a4beff5f4cd38eaa8e19e1a13432b4fe6872e34b2f900e,00287ee1a6c38c0432a4beff5f4cd38eaa8e19e1a13432b4fe6872e34b2f900e,moved,shutil.move,hash verified
outputs/stage4/e1_failure_diagnosis/worst10_high_confidence_violations.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_failure_diagnosis/e1_failure_diagnosis/worst10_high_confidence_violations.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,2df4c3f591f35ae4916812886dd1932839739c6f4407702aa373984bf53c5c83,2df4c3f591f35ae4916812886dd1932839739c6f4407702aa373984bf53c5c83,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/bias_medium_confidence.npy,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/bias_medium_confidence.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,7d8ab4e4f8debcd5addb87271a1d4344d1b33b87df65aceb500a85aa7d6caa1b,7d8ab4e4f8debcd5addb87271a1d4344d1b33b87df65aceb500a85aa7d6caa1b,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/bias_medium_confidence_validation.json,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/bias_medium_confidence_validation.json,LEGACY_OR_DEPRECATED,json,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,4a10c9826477395dcc8a22cb4e79db64385ddcd6e8a6f8cf2ec045ef1817a3c5,4a10c9826477395dcc8a22cb4e79db64385ddcd6e8a6f8cf2ec045ef1817a3c5,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/burst_medium_confidence.npy,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/burst_medium_confidence.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,626f98e192e849fb5127d12d0fdf76b7277c389a747f43a217852a7b81b03829,626f98e192e849fb5127d12d0fdf76b7277c389a747f43a217852a7b81b03829,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/burst_medium_confidence_validation.json,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/burst_medium_confidence_validation.json,LEGACY_OR_DEPRECATED,json,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,8933b7cc8e76285abed25884a85abc92bcec3d8c83ee08ab30dca3dd4d457aa1,8933b7cc8e76285abed25884a85abc92bcec3d8c83ee08ab30dca3dd4d457aa1,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/combined_medium_confidence.npy,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/combined_medium_confidence.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,90337503f294e128c43bfc60964cdfa474a2ee534bf67859247e56822a09be5e,90337503f294e128c43bfc60964cdfa474a2ee534bf67859247e56822a09be5e,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/combined_medium_confidence_validation.json,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/combined_medium_confidence_validation.json,LEGACY_OR_DEPRECATED,json,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,221c540f6a0405b164e089af102304d2ad433bd740d9ab6763c6d79bcb94f207,221c540f6a0405b164e089af102304d2ad433bd740d9ab6763c6d79bcb94f207,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/confidence_cache_validation_summary.csv,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/confidence_cache_validation_summary.csv,LEGACY_OR_DEPRECATED,metric_csv,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,92ece92a7205a55509035d086e5c38e9e21bbabe7019a9b4220d94447eb867a3,92ece92a7205a55509035d086e5c38e9e21bbabe7019a9b4220d94447eb867a3,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/confidence_cache_validation_summary.md,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/confidence_cache_validation_summary.md,LEGACY_OR_DEPRECATED,markdown,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,7854c408047be3d2f8a093200407323114a33255c1a4c775859d08d19de092e3,7854c408047be3d2f8a093200407323114a33255c1a4c775859d08d19de092e3,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/drift_medium_confidence.npy,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/drift_medium_confidence.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,98e44c6dcada21fd23625345169cfc206ebd2df662b493e34ef92c994badbb3d,98e44c6dcada21fd23625345169cfc206ebd2df662b493e34ef92c994badbb3d,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/drift_medium_confidence_validation.json,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/drift_medium_confidence_validation.json,LEGACY_OR_DEPRECATED,json,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,39aeb55f300d152f00c638094dd75385e9464c7986e5a0f74a8fbcaf12fbb531,39aeb55f300d152f00c638094dd75385e9464c7986e5a0f74a8fbcaf12fbb531,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/gaussian_medium_confidence.npy,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/gaussian_medium_confidence.npy,LEGACY_OR_DEPRECATED,array,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,a492c52ea152c03a1b8dfd0eec0ac6bcf68267ecd2af63973393ec593ce29319,a492c52ea152c03a1b8dfd0eec0ac6bcf68267ecd2af63973393ec593ce29319,moved,shutil.move,hash verified
outputs/stage4/e1_oracle_residual_gating_6conditions/confidence_cache/gaussian_medium_confidence_validation.json,outputs/curated/stage3_sde/legacy_or_deprecated/e1_oracle_residual_gating_6conditions/confidence_cache/gaussian_medium_confidence_validation.json,LEGACY_OR_DEPRECATED,json,yes,yes,yes,high,conditional-residual Stage 4 branch superseded by SDE mainline,8fdc070f153b95dbd0b4f9e50c6647323118c92a6d5e151945e2d0dae70f57cc,8fdc070f153b95dbd0b4f9e50c6647323118c92a6d5e151945e2d0dae70f57cc,moved,shutil.move,hash verified
