original_path,proposed_new_path,category,item_type,should_move,should_delete_original_after_move,requires_reference_update,confidence,notes
outputs/stage3/controlled_benchmark/degradation/degraded_missing_noise_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/degradation/degraded_missing_noise_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/degradation/degraded_missing_only_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/degradation/degraded_missing_only_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/degradation/mask_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/degradation/mask_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/degradation/metadata_span20_fixed_seed42.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/degradation/metadata_span20_fixed_seed42.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/kalman_geometry_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/kalman_geometry_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/kalman_reconstruction_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/kalman_reconstruction_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/kalman_room3_geometry_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/kalman_room3_geometry_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/linear_interp_geometry_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/linear_interp_geometry_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/linear_interp_reconstruction_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/linear_interp_reconstruction_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/linear_interp_room3_geometry_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/linear_interp_room3_geometry_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/savgol_geometry_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/savgol_geometry_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/savgol_reconstruction_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/savgol_reconstruction_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/legacy_flat_metrics/savgol_room3_geometry_metrics.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/legacy_flat_metrics/savgol_room3_geometry_metrics.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/metrics_summary.csv,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/eval/metrics_summary.csv,UNKNOWN_NEEDS_MANUAL_REVIEW,metric_csv,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/eval/metrics_summary.json,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/eval/metrics_summary.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/figures/bar_ADE_by_degradation.png,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/figures/bar_ADE_by_degradation.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/figures/bar_RMSE_by_degradation.png,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/figures/bar_RMSE_by_degradation.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/figures/bar_masked_ADE_by_degradation.png,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/figures/bar_masked_ADE_by_degradation.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/figures/trajectory_example_missing_drift_sample0.png,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/figures/trajectory_example_missing_drift_sample0.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/figures/trajectory_example_missing_noise_drift_sample0.png,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/figures/trajectory_example_missing_noise_drift_sample0.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/figures/trajectory_example_missing_noise_sample0.png,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/figures/trajectory_example_missing_noise_sample0.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/figures/trajectory_example_missing_only_sample0.png,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/figures/trajectory_example_missing_only_sample0.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_drift_input_degraded_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_drift_input_degraded_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_drift_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_drift_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_drift_linear_interp_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_drift_linear_interp_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_drift_savgol_w5_p2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_drift_savgol_w5_p2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_drift_input_degraded_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_drift_input_degraded_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_drift_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_drift_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_drift_linear_interp_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_drift_linear_interp_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_drift_savgol_w5_p2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_drift_savgol_w5_p2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_input_degraded_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_input_degraded_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_linear_interp_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_linear_interp_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_noise_savgol_w5_p2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_noise_savgol_w5_p2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_only_input_degraded_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_only_input_degraded_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_only_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_only_kalman_cv_dt1.0_q1e-3_r1e-2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_only_linear_interp_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_only_linear_interp_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/controlled_benchmark/reconstruction/recon_missing_only_savgol_w5_p2_span20_fixed_seed42.npy,outputs/curated/stage3_sde/unknown_manual_review/controlled_benchmark/reconstruction/recon_missing_only_savgol_w5_p2_span20_fixed_seed42.npy,UNKNOWN_NEEDS_MANUAL_REVIEW,array,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/CHANGELOG.md,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/correction_exp01_ethucy_indomain_quick/CHANGELOG.md,UNKNOWN_NEEDS_MANUAL_REVIEW,markdown,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/README.md,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/correction_exp01_ethucy_indomain_quick/README.md,UNKNOWN_NEEDS_MANUAL_REVIEW,markdown,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/config/exp01_config.json,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/config/exp01_config.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/figures/best_ddpm_improvement_five_column.png,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/figures/best_ddpm_improvement_five_column.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/figures/median_case_five_column.png,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/figures/median_case_five_column.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/figures/worst_ddpm_degradation_five_column.png,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/figures/worst_ddpm_degradation_five_column.png,UNKNOWN_NEEDS_MANUAL_REVIEW,figure,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/logs/run_log.txt,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/logs/run_log.txt,UNKNOWN_NEEDS_MANUAL_REVIEW,other,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/raw/per_case_results.csv,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/raw/per_case_results.csv,UNKNOWN_NEEDS_MANUAL_REVIEW,metric_csv,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/raw/selected_cases.json,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/raw/selected_cases.json,UNKNOWN_NEEDS_MANUAL_REVIEW,json,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/tables/full_stats_matrix.csv,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/tables/full_stats_matrix.csv,UNKNOWN_NEEDS_MANUAL_REVIEW,metric_csv,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/tables/full_stats_matrix.md,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/tables/full_stats_matrix.md,UNKNOWN_NEEDS_MANUAL_REVIEW,markdown,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/correction_exp01_ethucy_indomain_quick/tables/summary_key_metrics.md,outputs/curated/stage3_sde/unknown_manual_review/correction_exp01_ethucy_indomain_quick/tables/summary_key_metrics.md,UNKNOWN_NEEDS_MANUAL_REVIEW,markdown,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/diagnosis/DIAGNOSIS.md,outputs/curated/stage3_sde/unknown_manual_review/diagnosis/diagnosis/DIAGNOSIS.md,UNKNOWN_NEEDS_MANUAL_REVIEW,markdown,no,no,no,low,no high-confidence cleanup rule matched
outputs/stage3/diagnosis/scale_comparison.csv,outputs/curated/stage3_sde/unknown_manual_review/diagnosis/diagnosis/scale_comparison.csv,UNKNOWN_NEEDS_MANUAL_REVIEW,metric_csv,no,no,no,low,no high-confidence cleanup rule matched
